course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
first steps to trading the forexmarkets : technical analysis,Pago,35,1772,19,15,beginner level,3.5,2016-01-08T21:40:03Z,business finance
financial analysis: compare performance of companies,Pago,20,1850,40,20,all levels,1.0,2015-06-01T20:09:03Z,business finance
forex for beginners: easy forex trading for beginners,No Pago,0,1780,32,9,beginner level,1.0,2017-05-18T16:48:46Z,business finance
investment crowdfunding 101 (aka equity crowdfunding),No Pago,0,4607,181,11,beginner level,0.5333333333333333,2016-05-17T00:43:59Z,business finance
read financial statements like a pro,Pago,50,12,1,38,intermediate level,4.0,2015-03-02T23:49:35Z,business finance
10 numbers every business owner should know,Pago,20,13,1,9,all levels,1.0,2015-03-08T19:11:24Z,business finance
learn how to trade gold in 2017,Pago,200,2,1,16,all levels,1.0,2017-04-06T04:59:32Z,business finance
ias 18  revenue,No Pago,0,2571,32,23,all levels,4.5,2014-03-29T14:10:31Z,business finance
forex trading: the high roi forex trading end of day course,Pago,125,8,1,19,intermediate level,2.5,2014-06-16T11:02:39Z,business finance
fundraise the simplified way: a crowdfunding blueprint,Pago,35,7,1,19,all levels,1.0,2015-02-23T04:37:14Z,business finance
fundamentals of accounting for business owners,Pago,20,217,0,47,beginner level,2.5,2017-02-06T16:35:44Z,business finance
practical financial statement analysis,Pago,75,22,5,45,all levels,4.5,2017-05-01T23:22:07Z,business finance
forex management  detailed study for ca / cs / cfa exams,Pago,50,131,2,38,all levels,3.0,2015-11-03T18:54:45Z,business finance
financial statement review 101:  how to find errors,Pago,30,5,2,15,beginner level,2.0,2017-02-03T16:23:16Z,business finance
professional risk manager (prm) certification: level 1,Pago,50,116,10,51,all levels,24.0,2013-07-23T20:18:35Z,business finance
international tax   tax beyond boundaries,Pago,100,27,6,235,all levels,19.5,2016-09-06T15:03:27Z,business finance
the complete financial statement analysis course,Pago,150,912,12,37,beginner level,3.0,2017-01-11T02:52:19Z,business finance
advanced excel functions,Pago,20,1964,47,15,all levels,1.5,2016-01-12T20:03:45Z,business finance
penny stocks value & chart pattern trading (2 course bundle),Pago,200,1033,2,31,beginner level,1.5,2017-02-22T21:36:08Z,business finance
candlestick analysis for professional traders,Pago,95,913,117,48,expert level,2.0,2016-05-18T16:04:14Z,business finance
build a career in forex trading learn fundamental analysis,Pago,200,2092,77,52,all levels,3.5,2015-11-23T20:42:22Z,business finance
financial modeling: build a complete dcf valuation model,Pago,95,2240,185,44,all levels,2.5,2014-12-03T21:41:25Z,business finance
handson financial modeling (with 6 excel templates),Pago,30,4601,38,14,intermediate level,4.0,2015-04-02T17:51:17Z,business finance
caiib advanced bank management (part i),Pago,25,2953,20,211,all levels,20.5,2016-04-15T18:43:40Z,business finance
stock market investment:non financial fundamental analysis,Pago,125,1091,4,29,beginner level,3.0,2016-12-20T14:36:59Z,business finance
learn how to play cashflow game,Pago,35,1459,11,26,beginner level,1.0,2016-10-17T21:16:49Z,business finance
basics of business finance,Pago,30,4855,64,24,beginner level,4.0,2013-03-22T17:42:18Z,business finance
accounting made easy 2,Pago,50,4034,8,40,intermediate level,3.0,2015-09-16T18:57:23Z,business finance
bitcoin: el futuro del dinero hoy,Pago,200,57,22,19,intermediate level,3.0,2016-06-06T00:06:37Z,business finance
aprende a invertir practicando,Pago,35,26,9,42,all levels,2.0,2015-05-28T18:12:44Z,business finance
trading con retrocesos de fibonacci,Pago,25,14,4,15,all levels,2.5,2017-02-07T15:34:03Z,business finance
mit finanzwissen zu besserem unternehmertum,Pago,50,49,3,23,beginner level,3.0,2017-05-10T15:10:34Z,business finance
como hacer empresa en 10 sesiones prácticas,Pago,20,11,2,10,intermediate level,0.5,2015-11-19T18:20:45Z,business finance
المحاسبة للإداريين و غير المحاسبين,Pago,20,9,3,17,beginner level,0.7166666666666667,2016-04-23T22:57:42Z,business finance
株式投資で本当のファンダメンタル分析ができるようになる,Pago,20,91,7,30,all levels,2.0,2016-06-21T17:59:58Z,business finance
curso de trading práctico basado en casos reales,Pago,20,44,6,55,all levels,10.0,2016-08-29T16:36:38Z,business finance
curso avanzado de trading,Pago,125,106,11,100,all levels,20.5,2015-11-28T06:25:44Z,business finance
สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,No Pago,0,2079,258,25,all levels,2.0,2015-02-15T12:17:56Z,business finance
mql4 tutorial golden goose,Pago,20,135,5,12,beginner level,1.5,2015-06-07T19:32:46Z,business finance
análise de concessão de crédito,Pago,20,31,11,20,all levels,10.5,2016-06-29T20:21:24Z,business finance
technical analysis using elliott wave theory,Pago,60,217,7,16,all levels,1.0,2016-11-01T19:30:11Z,business finance
the basics of volume analysis,Pago,60,611,57,13,all levels,1.5,2013-02-24T13:23:14Z,business finance
crash course on cost of capital and capital structuring,No Pago,0,5007,41,19,all levels,3.0,2015-04-13T17:52:57Z,business finance
business accounting made easy,Pago,50,1168,5,26,beginner level,5.5,2015-09-05T05:15:07Z,business finance
build a dcf model from scratch,No Pago,0,4653,395,5,all levels,0.5166666666666666,2014-09-14T21:13:26Z,business finance
"multiply your returns using 'value investing""https://wwwudemycom/multiplyyourreturnsusingvalueinvesting/true2019421963all levels45 hours20150723t00:08:33z
874284weekly forex analysis by baraq fx""",No Pago,0,3035,12,14,all levels,1.5,2016-06-20T21:02:36Z,business finance
technical analysis  a practical approach for trade entry,Pago,60,454,52,15,expert level,2.0,2013-02-24T04:47:36Z,business finance
mastering technical analysis : maximizing trading profits,Pago,60,325,14,62,all levels,5.0,2016-03-04T15:33:46Z,business finance
the complete guide to professional trading with elliott wave,Pago,115,228,49,43,all levels,4.5,2016-05-11T16:40:05Z,business finance
a complete guide to becoming a trader on the forex market,Pago,25,562,11,15,all levels,1.0,2014-06-28T05:52:41Z,business finance
stock market for beginners  complete starter toolkit,Pago,120,577,45,82,intermediate level,6.5,2016-03-31T18:22:30Z,business finance
beginners binary options course,No Pago,0,10540,799,14,beginner level,1.5,2014-04-27T06:58:27Z,business finance
technical analysis 101: secrets of trading revealed,Pago,150,912,27,81,all levels,2.5,2015-07-16T22:29:32Z,business finance
forex: what's a trend and when it is strong and reliable,No Pago,0,2955,43,30,intermediate level,2.0,2016-10-05T15:39:55Z,business finance
volatility trading analysis with r,Pago,50,190,13,45,expert level,6.0,2017-03-06T21:26:55Z,business finance
how to profit from stock market volatility,No Pago,0,1736,36,11,all levels,0.6,2017-01-23T18:23:58Z,business finance
awaken the accountant in you | master the accounting basics,Pago,35,1135,10,16,beginner level,1.5,2015-11-24T23:55:22Z,business finance
we will pay you to trade with us,Pago,20,2101,51,11,all levels,2.0,2014-08-18T21:09:54Z,business finance
situational trading: proven option strategy for any scenario,Pago,200,1048,11,16,all levels,1.5,2015-11-06T19:01:58Z,business finance
portfolio management for ca / cs / cfa exams,Pago,20,1740,5,8,all levels,1.0,2015-07-21T19:24:17Z,business finance
algorithmic trading in matlab: wfatoolbox app gui (finance),Pago,20,1749,41,21,all levels,1.0,2015-06-23T22:37:31Z,business finance
finding an unlimited amount of investors,Pago,80,1187,6,6,all levels,0.7,2016-03-03T22:25:41Z,business finance
bookkeeping made easy,Pago,70,1263,21,18,beginner level,1.5,2015-07-14T00:00:48Z,business finance
bitcoin visually part i,Pago,50,115,6,31,beginner level,4.0,2014-03-16T14:36:01Z,business finance
learn and master the basics of finance,Pago,20,43,17,39,beginner level,3.0,2016-09-25T20:37:51Z,business finance
forex : learnto trade the improved ( advanced ) patterns,Pago,75,55,2,27,all levels,5.5,2016-01-13T03:15:11Z,business finance
mastering the market : (technical analysis + candlestick),Pago,90,18,7,97,all levels,7.0,2016-12-16T15:01:34Z,business finance
mastering countertrend trading : high profit trading pattern,Pago,40,14,5,11,all levels,1.0,2016-10-29T19:15:04Z,business finance
exam 1 review  managerial accounting (u of h),Pago,30,47,9,22,beginner level,2.0,2016-02-11T16:23:46Z,business finance
* an integrated approach to the fundamentals of accounting,Pago,200,134,14,123,all levels,5.5,2016-03-15T17:23:07Z,business finance
get to grips with the cfa calculator,Pago,20,153,8,14,all levels,1.5,2013-08-05T16:02:15Z,business finance
financial model fundamentalslearn the essential skills,Pago,75,47,5,27,all levels,2.5,2015-06-01T20:58:11Z,business finance
forex: economic news trading,Pago,25,42,14,11,all levels,0.6833333333333333,2016-02-29T18:44:03Z,business finance
analyze real estate investments | financial modeling,Pago,20,120,18,21,all levels,2.0,2015-07-21T21:45:17Z,business finance
forex for beginners  a guide to currency trading,Pago,20,68,10,23,beginner level,0.5,2015-05-25T18:19:21Z,business finance
raise your credit score to 800 or more,Pago,50,844,33,40,all levels,2.0,2015-07-12T19:05:43Z,business finance
financial management budgeting techniques,Pago,20,2045,3,10,all levels,2.0,2015-04-12T16:28:31Z,business finance
forex killing divergence  how to trade with precision,Pago,20,1168,38,11,all levels,0.6833333333333333,2015-01-25T18:41:28Z,business finance
working capital management for ca / cfa / cpa exams,Pago,25,2342,9,33,intermediate level,3.5,2014-10-25T13:00:19Z,business finance
risk analysis  capital budgeting for ca / cs / cfa exams,Pago,20,2268,4,47,all levels,5.5,2015-07-07T20:21:29Z,business finance
corporate finance 101: financial statement analysis & ratios,Pago,50,967,16,43,all levels,8.0,2016-03-20T21:39:38Z,business finance
mastering futures options for beginners  your top 5 plays!,Pago,200,1185,10,33,beginner level,2.5,2016-02-02T20:35:37Z,business finance
professional options trading simplified,Pago,200,631,49,21,all levels,2.0,2015-04-17T21:59:15Z,business finance
advanced options concepts  probability greeks simulation,Pago,60,968,81,10,intermediate level,2.0,2013-02-27T13:05:27Z,business finance
accounting basics  a complete study,Pago,180,1132,70,332,all levels,29.0,2015-05-06T23:27:45Z,business finance
case studies in macro economics,Pago,50,114,1,22,beginner level,4.0,2017-05-25T17:00:12Z,business finance
my forex strategy that win consistently over and over,Pago,200,204,23,9,intermediate level,1.5,2016-10-29T14:51:53Z,business finance
understand banks & financial markets ,Pago,30,1548,24,34,all levels,3.0,2013-12-19T21:19:37Z,business finance
stock technical analysis with python,Pago,50,409,35,46,all levels,8.0,2016-04-12T00:40:03Z,business finance
how to become an accountant from scratch!,Pago,40,1169,7,15,beginner level,3.0,2015-08-20T20:24:00Z,business finance
how to invest in gold,Pago,50,249,14,39,beginner level,2.5,2016-06-14T17:10:19Z,business finance
automate your finances,Pago,20,690,17,21,beginner level,1.0,2014-05-08T23:09:32Z,business finance
mba accounting and finance for managers(paper ms04 of ignou),Pago,150,1340,4,272,all levels,26.0,2015-07-19T19:43:52Z,business finance
accounting made easy: a quick guide to financial accounting,Pago,95,274,41,18,all levels,1.5,2015-10-26T23:22:09Z,business finance
futures/commodity training (basics),No Pago,0,4863,202,6,beginner level,1.5,2015-02-07T07:04:07Z,business finance
cost accounting marginal costing theory and practice,Pago,20,1923,4,31,all levels,2.5,2015-03-24T19:07:08Z,business finance
the big volatility short: the best trade on wall street!,Pago,200,224,35,16,all levels,1.5,2016-04-25T16:25:53Z,business finance
master finance in three hours,Pago,20,721,12,29,beginner level,3.0,2014-10-28T20:48:49Z,business finance
learn options on futures for hedging options and stocks,Pago,60,51,2,6,expert level,0.7,2017-05-23T22:23:38Z,business finance
option selling trading as income source beginners friendly,Pago,195,1276,46,61,all levels,6.0,2015-04-06T17:34:49Z,business finance
introduction to value growth investing,No Pago,0,2768,83,10,all levels,1.0,2016-12-20T16:08:26Z,business finance
become a forex trader  forex trading like a professional,No Pago,0,1735,31,19,all levels,2.5,2017-05-28T14:35:47Z,business finance
hedge fund trading system,No Pago,0,8985,584,12,all levels,1.0,2015-03-06T01:11:18Z,business finance
bulletproof personal finance: expert asset allocation,Pago,45,1119,22,18,all levels,1.0,2016-02-10T04:57:32Z,business finance
financial accounting: the complete introductory crash course,Pago,100,2591,44,69,all levels,10.0,2015-01-26T20:09:29Z,business finance
learn about trading options from a real wallstreet trader,Pago,20,1046,17,12,all levels,1.0,2016-02-21T22:40:55Z,business finance
forex rate why it fluctuates for ca / cma / cs / cfa exams,Pago,20,2239,4,7,all levels,1.0,2015-09-20T20:25:11Z,business finance
how to build a massive stock portfolio from zero!,Pago,200,1882,51,129,all levels,11.0,2015-07-20T23:07:38Z,business finance
introductory forex trading course,No Pago,0,5931,158,15,beginner level,3.5,2016-05-04T22:34:45Z,business finance
budgeting hacks to build wealth!,No Pago,0,4931,154,7,beginner level,0.5333333333333333,2016-05-31T15:10:45Z,business finance
accounting and finance for bankers  a comprehensive study,Pago,180,3056,9,316,all levels,24.5,2015-04-10T19:24:28Z,business finance
forex prep academy for beginnersreal trades!,Pago,75,1303,21,44,beginner level,3.0,2015-06-19T15:22:42Z,business finance
